data_acidente;dispositivo_de_controle_de_trafego;condicao_climatica;condicao_de_iluminacao;primeiro_tipo_de_acidente;tipo_de_pista_de_trafego;alinhamento;superficie_da_estrada;defeito_da_estrada;tipo_de_acidente;relacionado_a_intersecao_i;dano;causa_contributiva_primaria;num_unidades;ferimento_mais_severo;ferimentos_total;ferimentos_fatais;ferimentos_incapacitantes;ferimentos_nao_incapacitantes;ferimentos_reportado_nao_evidente;ferimentos_sem_indicacao;hora_acidente;dia_semana_acidente;mes_acidente
02/02/2022 08:58:00 AM;SINAL DE TRÂNSITO;VENTO E NEVE;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA EM TOPO DE COLINA;NEVE OU GELO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;CLIMA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;8;4;2
09/17/2021 01:25:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;13;6;9
02/22/2020 03:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;HABILIDADES/CONHECIMENTO/EXPERIÊNCIA DE CONDUÇÃO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;15;7;2
09/24/2019 04:40:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;16;3;9
11/08/2017 09:00:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;21;4;11
09/16/2017 06:00:00 PM;SINAL DE PARE/LUMINOSO;CLARO;CREPÚSCULO;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;2.0;18;7;9
05/08/2023 05:30:00 AM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;5;2;5
07/12/2021 08:47:00 AM;SINAL DE TRÂNSITO;NUBLADO/CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;QUADRUPLICADA ;EM LINHA RETA EM DECLIVE;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;4.0;8;2;7
09/16/2019 11:30:00 AM;SEM CONTROLES;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;11;2;9
06/16/2018 01:55:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;13;7;6
11/24/2018 12:35:00 PM;SINAL DE TRÂNSITO;NUBLADO/CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;1.0;12;7;11
07/17/2021 01:35:00 AM;SINAL DE CONTROLE PISCANTE;CLARO;ESCURO, ESTRADA ILUMINADA;DE FRENTE;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;DESCONHECIDO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;1;7;7
12/06/2021 05:30:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;17;2;12
05/25/2022 02:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;EQUIPAMENTO - CONDIÇÕES DO VEÍCULO ;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;14;4;5
07/10/2020 02:55:00 AM;SINAL DE TRÂNSITO;DESCONHECIDO;ESCURO, ESTRADA ILUMINADA;PEDESTRE;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;FATAL;1.0;1.0;0.0;0.0;0.0;1.0;2;6;7
11/29/2019 05:11:00 PM;SINAL DE PARE/LUMINOSO;CLARO;CREPÚSCULO;PEDESTRE;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;17;6;11
11/12/2021 07:50:00 PM;DESCONHECIDO;CHUVA;DESCONHECIDO;OBJETO FIXO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;19;6;11
05/06/2022 05:35:00 PM;SINAL DE TRÂNSITO;CHUVA;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;CLIMA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;6;5
02/07/2022 02:30:00 PM;DESCONHECIDO;CLARO;LUZ DO DIA;PEDESTRE;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS;DESCONSIDERAR OUTRO TRAFFIC SIGNS;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;0.0;14;2;2
06/18/2021 09:00:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;NÃO APLICÁVEL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;4.0;9;6;6
12/08/2019 04:20:00 AM;SINAL DE PARE/LUMINOSO;CLARO;ESCURO;ÂNGULO;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR  SINAL DE PARE;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;2.0;4;1;12
07/24/2023 08:40:00 AM;SINAL DE TRÂNSITO;DESCONHECIDO;DESCONHECIDO;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;8;2;7
04/25/2019 10:30:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;10;5;4
01/12/2021 12:45:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$501 - $1,500;USO INADEQUADO DA FAIXA;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;12;3;1
05/08/2018 02:42:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;14;3;5
05/10/2016 04:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;5.0;16;3;5
03/08/2019 03:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;15;6;3
11/17/2021 05:00:00 PM;SINAL DE TRÂNSITO;CHUVA;DESCONHECIDO; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;CONVERSÃO À DIREITA NO VERMELHO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;4;11
08/04/2021 03:40:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;INTERSEÇÃO EM T;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;3;LESÃO INCAPACITANTE  ;3.0;0.0;3.0;0.0;0.0;2.0;15;4;8
04/09/2018 09:20:00 AM;SINAL DE TRÂNSITO;NEVE;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;USO INADEQUADO DA FAIXA;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;2;4
10/01/2017 08:37:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;NÃO REDUZIR A VELOCIDADE PARA EVITAR ACIDENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;20;1;10
12/27/2018 09:13:00 PM;SEM CONTROLES;CHUVA;ESCURO; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;21;5;12
04/12/2023 01:30:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS;HABILIDADES/CONHECIMENTO/EXPERIÊNCIA DE CONDUÇÃO;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;13;4;4
11/17/2016 02:10:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;14;5;11
05/16/2022 09:30:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;VEÍCULO MOTORIZADO ESTACIONADO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;CURVATURA IRREGULAR/SEM SINAL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;9;2;5
05/06/2020 01:12:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;13;4;5
01/30/2017 07:45:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$500 OU MENOS; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;7;2;1
05/16/2018 01:33:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;2.0;0.0;0.0;2.0;0.0;2.0;1;4;5
07/09/2022 01:35:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;7.0;13;7;7
06/17/2017 06:40:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;18;7;6
12/17/2022 07:20:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;19;7;12
07/22/2022 05:00:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;7.0;17;6;7
10/17/2022 11:01:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;11;2;10
12/28/2020 11:40:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;CURVATURA IRREGULAR/SEM SINAL;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;11;2;12
12/05/2017 09:49:00 PM;SINAL DE TRÂNSITO;CLARO;CREPÚSCULO;TRASEIRA PARA TRÁS;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;N;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;3;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;21;3;12
06/26/2019 05:40:00 PM;SEM CONTROLES;CLARO;LUZ DO DIA; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;N;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;17;4;6
03/31/2023 10:30:00 AM;SINAL DE TRÂNSITO;CHUVA;LUZ DO DIA;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;10;6;3
12/09/2022 04:35:00 PM;SINAL DE TRÂNSITO;CHUVA;ESCURO, ESTRADA ILUMINADA;PEDESTRE;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500; FALHAR EM DAR A DIREITA DE PASSAGEM;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;16;6;12
04/01/2021 06:30:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;$501 - $1,500;SEGUIR MUITO DE PERTO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;3.0;18;5;4
08/18/2018 01:40:00 PM;SINAL DE TRÂNSITO;CLARO;AMANHECER; GIRO ;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;SECO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;1.0;13;7;8
09/27/2021 01:23:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR OUTRO TRAFFIC SIGNS;2;RELATADO, NÃO EVIDENTE ;2.0;0.0;0.0;0.0;2.0;1.0;1;2;9
08/28/2022 01:50:00 PM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;HABILIDADES/CONHECIMENTO/EXPERIÊNCIA DE CONDUÇÃO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;13;1;8
07/30/2020 04:10:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA; GIRO ;MÃO ÚNICA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;ULTRAPASSAR/ULTRAPASSAR INADEQUADAMENTE;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;16;5;7
08/10/2020 10:00:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA;ÂNGULO;QUADRUPLICADA ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;$500 OU MENOS;DESCONSIDERAR SINAL DE TRÂNSITOS;2;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;1.0;10;2;8
07/29/2021 05:25:00 AM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;CINCO PONTOS OU MAIS ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;3.0;0.0;0.0;2.0;1.0;0.0;5;5;7
08/10/2022 05:45:00 PM;SINAL DE PARE/LUMINOSO;CLARO;LUZ DO DIA;TRASEIRA PARA TRÁS;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;SEGUIR MUITO DE PERTO;3;RELATADO, NÃO EVIDENTE ;1.0;0.0;0.0;0.0;1.0;2.0;17;4;8
08/02/2021 09:00:00 AM;SEM CONTROLES;DESCONHECIDO;DESCONHECIDO;DESLIZAMENTO LATERAL NA MESMA DIREÇÃO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;DESCONHECIDO;DESCONHECIDO;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;INCAPAZ DE DETERMINAR;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;9;2;8
08/21/2020 10:15:00 AM;SINAL DE TRÂNSITO;CLARO;LUZ DO DIA; GIRO ;DIVIDIDO - COM MEDIANA (NÃO ELEVADO)  ;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;SEM FERIMENTOS / DIRIGIR AFASTADO;S;ACIMA DE $1,500;HABILIDADES/CONHECIMENTO/EXPERIÊNCIA DE CONDUÇÃO;2;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;2.0;10;6;8
01/13/2022 11:04:00 PM;SINAL DE TRÂNSITO;CLARO;ESCURO, ESTRADA ILUMINADA;ÂNGULO;NÃO DIVIDIDO;EM LINHA RETA E NIVELADA;MOLHADO;DESCONHECIDO;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;DESCONSIDERAR SINAL DE TRÂNSITOS;2;LESÃO NÃO-INCAPACITANTE  ;1.0;0.0;0.0;1.0;0.0;3.0;23;5;1
12/15/2017 05:00:00 PM;SINAL DE TRÂNSITO;CLARO;CREPÚSCULO;OBJETO FIXO;DIVIDIDO - COM BARREIRA MEDIANA;EM LINHA RETA E NIVELADA;SECO;SEM DEFEITOS;LESÃO E/OU REBOQUE DEVIDO A ACIDENTE;S;ACIMA DE $1,500;CURVATURA IRREGULAR/SEM SINAL;1;SEM INDICAÇÃO DE LESÃO  ;0.0;0.0;0.0;0.0;0.0;1.0;17;6;12
